gene,chromosome,start,end,band,length,type
MIR3613,chr13,50570551,50570637,13q,86,NA
RNU6-857P,chr18,28564072,28564181,18q,109,pseudogene
DLEU2,chr13,50601269,50699856,13q,98587,ncRNA
RPL13AP7,chr21,26734135,26734745,21q,610,pseudogene
LINC00158,chr21,26758133,26804013,21q,45880,ncRNA
MIR16-1,chr13,50623109,50623197,13q,88,NA
RNU6-167P,chr18,28925325,28925430,18q,105,pseudogene
RPL18P10,chr13,50673467,50674004,13q,537,pseudogene
MIR155HG,chr21,26934221,26947480,21q,13259,ncRNA
ST13P4,chr13,50746225,50747317,13q,1092,pseudogene
LINC00515,chr21,26955082,26955638,21q,556,ncRNA
RNGTTP1,chr21,27015801,27016528,21q,727,pseudogene
RPL34P26,chr13,50935546,50935899,13q,353,pseudogene
FDX1P2,chr21,27064492,27064866,21q,374,pseudogene
RNU6-1002P,chr18,29249252,29249341,18q,89,NA
RN7SKP44,chr18,29298856,29299171,18q,315,pseudogene
GCHFR,chr15,41056218,41059906,15q,3688,protein-coding
LRRC37A7P,chr18,29304161,29306919,18q,2758,pseudogene
DLEU7-AS1,chr13,51381992,51423190,13q,41198,ncRNA
RNU6-123P,chr21,27315359,27315460,21q,101,pseudogene
RNA5SP28,chr13,51387124,51387242,13q,118,pseudogene
RNU6-1050P,chr18,29517496,29517602,18q,106,pseudogene
RNASEH2B-AS1,chr13,51450822,51484848,13q,34026,ncRNA
RNU6-926P,chr21,27563026,27563132,21q,106,pseudogene
PGDP1,chr18,29542141,29543581,18q,1440,pseudogene
RNA5SP453,chr18,29756013,29756131,18q,118,pseudogene
HNRNPA1P7,chr18,29991471,29993167,18q,1696,pseudogene
WBP11P1,chr18,30091626,30094597,18q,2971,pseudogene
DNAJC17,chr15,41060067,41099675,15q,39608,protein-coding
FAM210A,chr18,13663346,13726662,18p,63316,protein-coding
GUCY1B2,chr13,51568647,51654998,13q,86351,pseudogene
USP25,chr21,17102344,17252377,21q,150033,protein-coding
MIR4759,chr21,28326280,28326362,21q,82,NA
GPX1P2,chr21,28515663,28516268,21q,605,pseudogene
RNA5SP29,chr13,51601883,51601988,13q,105,pseudogene
LINC00371,chr13,51656984,51746524,13q,89540,NA
RPL5P31,chr13,51735859,51736493,13q,634,pseudogene
SLMO2P2,chr13,51770017,51770217,13q,200,NA
MIR5693,chr13,51922703,51922775,13q,72,NA
ST8SIA5,chr18,44259081,44339220,18q,80139,protein-coding
INTS6-AS1,chr13,52026503,52126500,13q,99997,ncRNA
C21orf37,chr21,18811208,18821503,21q,10295,NA
RPS4XP16,chr13,52028300,52035451,13q,7151,pseudogene
RN7SL320P,chr13,52043886,52044181,13q,295,pseudogene
SNRPGP11,chr13,52070156,52070387,13q,231,pseudogene
MIR4703,chr13,52126725,52126803,13q,78,NA
RNU6-65P,chr13,52139548,52139645,13q,97,pseudogene
RNY1P6,chr13,52160560,52160668,13q,108,pseudogene
RN7SL413P,chr13,52168057,52168351,13q,294,pseudogene
ATP5F1P1,chr13,52172552,52173596,13q,1044,NA
CTAGE3P,chr13,52482354,52484757,13q,2403,pseudogene
FABP5P2,chr13,52540878,52541285,13q,407,pseudogene
CXADR,chr21,18884700,18965897,21q,81197,protein-coding
MRPS31P5,chr13,52741844,52768600,13q,26756,pseudogene
RNMT,chr18,13726659,13764557,18p,37898,protein-coding
PIAS2,chr18,44388353,44500123,18q,111770,protein-coding
TPTE2P2,chr13,52793479,52908412,13q,114933,pseudogene
GALK2,chr15,49447853,49660066,15q,212213,protein-coding
BTG3,chr21,18965971,18985265,21q,19294,protein-coding
EIF4A1P1,chr21,28739333,28740266,21q,933,pseudogene
SUMO2P15,chr15,41052795,41053072,15q,277,pseudogene
RPL10P1,chr21,28792699,28793342,21q,643,pseudogene
NCSTNP1,chr21,28864437,28864580,21q,143,pseudogene
C15orf62,chr15,41062159,41064643,15q,2484,NA
EPPIN-WFDC6,chr20,44165625,44176065,20q,10440,other
LINC00113,chr21,29094698,29123552,21q,28854,ncRNA
ISCA1P4,chr15,41240934,41241067,15q,133,pseudogene
LINC00314,chr21,29385682,29395552,21q,9870,ncRNA
CYCSP2,chr15,41401076,41401376,15q,300,pseudogene
WFDC8,chr20,44179792,44207965,20q,28173,protein-coding
TPM1,chr15,63334831,63364114,15q,29283,protein-coding
FAM92A1P1,chr15,41455360,41456572,15q,1212,NA
RN7SL497P,chr15,41484165,41484463,15q,298,pseudogene
WFDC9,chr20,44236578,44259907,20q,23329,protein-coding
C21orf91,chr21,19161284,19191703,21q,30419,NA
OIP5-AS1,chr15,41576188,41601901,15q,25713,ncRNA
ZNF271,chr18,32870246,32890730,18q,20484,NA
CRTC3,chr15,91073157,91188577,15q,115420,protein-coding
NRBF2P1,chr18,33421723,33422581,18q,858,pseudogene
MIR187,chr18,33484781,33484889,18q,108,NA
MIR3929,chr18,33514051,33514105,18q,54,NA
ZFYVE19,chr15,41099284,41106767,15q,7483,protein-coding
CSTF1,chr20,54967427,54979518,20q,12091,protein-coding
CHODL,chr21,19273580,19639690,21q,366110,protein-coding
MIR4318,chr18,35237098,35237178,18q,80,NA
RN7SKP182,chr18,36596011,36596308,18q,297,pseudogene
RNU6-706P,chr18,36613971,36614074,18q,103,pseudogene
LINC00669,chr18,36786888,37380282,18q,593394,NA
RNY4P24,chr13,52974139,52974234,13q,95,pseudogene
LINC00345,chr13,53058296,53058815,13q,519,ncRNA
WFDC10A,chr20,44258165,44259835,20q,1670,protein-coding
RPL7AP66,chr18,36914836,36915639,18q,803,pseudogene
MIR5583-1,chr18,37256685,37256743,18q,58,NA
RNU6-1169P,chr15,41740940,41741042,15q,102,pseudogene
CYFIP1,chr15,22892005,23006016,15q,114011,protein-coding
TCEB1P2,chr15,41849225,41849633,15q,408,NA
RNU6-1242P,chr18,37258484,37258586,18q,102,pseudogene
WFDC11,chr20,44277202,44298909,20q,21707,protein-coding
TPTE2P3,chr13,53063128,53161222,13q,98094,pseudogene
MIR626,chr15,41983783,41983876,15q,93,NA
RPL17P45,chr18,37723890,37724468,18q,578,pseudogene
RNU7-145P,chr18,38052785,38052846,18q,61,NA
WFDC10B,chr20,44313292,44333658,20q,20366,protein-coding
TMPRSS15,chr21,19641433,19858197,21q,216764,protein-coding
RNA5SP393,chr15,42144111,42144227,15q,116,pseudogene
MIR4310,chr15,42158693,42158749,15q,56,NA
WFDC13,chr20,44330655,44337456,20q,6801,protein-coding
MIR1827,chr15,78330873,78330937,15q,64,NA
SPINT4,chr20,44350990,44354469,20q,3479,protein-coding
LINC00907,chr18,39739247,40271387,18q,532140,ncRNA
IDH3B,chr20,2639041,2644865,20p,5824,protein-coding
MRPS31P4,chr13,53191693,53211581,13q,19888,pseudogene
KATNAL2,chr18,44497455,44627658,18q,130203,protein-coding
WFDC3,chr20,44376583,44420571,20q,43988,protein-coding
MIR759,chr13,53384179,53384274,13q,95,NA
PPIAP26,chr13,53394632,53395153,13q,521,pseudogene
LINC01065,chr13,53720674,53725943,13q,5269,ncRNA
PCDH8P1,chr13,53774116,53776547,13q,2431,pseudogene
CASS4,chr20,54987168,55034396,20q,47228,protein-coding
RN7SL618P,chr13,53832212,53832505,13q,293,pseudogene
RPL18P11,chr15,78953389,78953918,15q,529,pseudogene
LINC00558,chr13,54389554,54450254,13q,60700,ncRNA
LINC00458,chr13,54689924,54707001,13q,17077,ncRNA
RPL21P116,chr15,79155589,79156071,15q,482,pseudogene
RNU6-415P,chr15,79191182,79191278,15q,96,pseudogene
MIR627,chr15,42491768,42491864,15q,96,NA
RPL13AP25,chr13,55014839,55015450,13q,611,pseudogene
NCAM2,chr21,22370633,22915650,21q,545017,protein-coding
MIR5007,chr13,55748589,55748683,13q,94,NA
HNF4GP1,chr13,56573334,56574582,13q,1248,pseudogene
SPATA2P1,chr13,56788507,56791076,13q,2569,pseudogene
LINC00161,chr21,29911640,29912677,21q,1037,ncRNA
RN7SKP6,chr13,57459418,57459736,13q,318,pseudogene
PRR20FP,chr13,57747587,57747766,13q,179,pseudogene
RNU6-872P,chr21,30115530,30115613,21q,83,NA
MTCO2P3,chr13,57778513,57778933,13q,420,pseudogene
HSPD1P7,chr21,30259602,30261594,21q,1992,pseudogene
PPP1R14D,chr15,41107650,41120907,15q,13257,protein-coding
SLC25A5P4,chr13,57888873,57890043,13q,1170,pseudogene
THUMPD1P1,chr21,30274101,30276019,21q,1918,pseudogene
RPL23P2,chr21,30369934,30370354,21q,420,pseudogene
MIR184,chr15,79502130,79502213,15q,83,NA
HNRNPCP3,chr15,79528674,79529548,15q,874,pseudogene
RPL31P53,chr13,57965305,57965652,13q,347,pseudogene
RNA5SP30,chr13,58565484,58565598,13q,114,pseudogene
LINC00374,chr13,58785831,58807251,13q,21420,ncRNA
RPL12P9,chr21,30500022,30500509,21q,487,pseudogene
RNY4P29,chr13,59101789,59101885,13q,96,pseudogene
CTAGE16P,chr13,59102749,59105160,13q,2411,pseudogene
DNAJA1P1,chr13,59325181,59326367,13q,1186,pseudogene
HMGN2P39,chr13,59584466,59584738,13q,272,pseudogene
FAM227B,chr15,49619159,49913128,15q,293969,protein-coding
POLR3KP1,chr13,59645596,59645937,13q,341,pseudogene
LINC00189,chr21,30565801,30660526,21q,94725,ncRNA
RPP40P2,chr13,59836814,59837525,13q,711,pseudogene
RNU7-88P,chr13,60054204,60054266,13q,62,pseudogene
DIAPH3-AS1,chr13,60586885,60618491,13q,31606,ncRNA
RN7SL375P,chr13,60608601,60608896,13q,295,pseudogene
DIAPH3-AS2,chr13,60718832,60727639,13q,8807,ncRNA
MC5R,chr18,13824154,13826861,18p,2707,protein-coding
RNY4P28,chr13,60761872,60761964,13q,92,pseudogene
LINC00434,chr13,60788486,60789080,13q,594,ncRNA
MIR4758,chr20,60907543,60907613,20q,70,NA
TARDBPP2,chr13,60848910,60850140,13q,1230,pseudogene
RNA5SP31,chr13,61187742,61187868,13q,126,pseudogene
EIF4A1P6,chr13,61211022,61212231,13q,1209,pseudogene
SERPINH1P1,chr9,34318405,34319653,9p,1248,pseudogene
LINC00378,chr13,61259333,61268662,13q,9329,ncRNA
MC2R,chr18,13882043,13915706,18p,33663,protein-coding
RN7SKP24,chr9,34478620,34478903,9p,283,pseudogene
RNY3P5,chr13,61363694,61363795,13q,101,pseudogene
LACTB,chr15,63413999,63434260,15q,20261,protein-coding
RNY4P31,chr13,61390831,61390923,13q,92,pseudogene
MIR3169,chr13,61773932,61774014,13q,82,NA
GAPDHP14,chr21,30594642,30595578,21q,936,pseudogene
RAC1P8,chr13,62379283,62379809,13q,526,pseudogene
C20orf166-AS1,chr20,61141550,61148733,20q,7183,NA
CNTFR-AS1,chr9,34568013,34582827,9p,14814,ncRNA
BACH1-IT1,chr21,30723955,30734215,21q,10260,NA
LINC00358,chr13,62578226,62603681,13q,25455,ncRNA
BLM,chr15,91260558,91358859,15q,98301,protein-coding
MIR1-1,chr20,61151510,61151586,20q,76,NA
LINC01075,chr13,62798230,62824080,13q,25850,ncRNA
MIR133A2,chr20,61162119,61162220,20q,101,NA
RPL7P3,chr20,61169878,61170591,20q,713,pseudogene
LINC01074,chr13,62895438,62896531,13q,1093,ncRNA
RNA5SP454,chr18,39850554,39850680,18q,126,pseudogene
RNU6-443P,chr18,41412124,41412230,18q,106,pseudogene
LINC00459,chr13,62897790,62902966,13q,5176,ncRNA
MRPL39,chr21,26957968,26979829,21q,21861,protein-coding
FAM205B,chr9,34832292,34838583,9p,6291,NA
RPL32P28,chr13,62902121,62902517,13q,396,pseudogene
RNA5SP455,chr18,41651548,41651666,18q,118,pseudogene
KRT8P5,chr18,41900765,41902222,18q,1457,pseudogene
SQSTM1P1,chr13,62980191,62981049,13q,858,pseudogene
LINC00448,chr13,63246418,63306492,13q,60074,ncRNA
LINC00376,chr13,63757234,63801189,13q,43955,ncRNA
FAM205CP,chr9,34889061,34895775,9p,6714,NA
MIR4319,chr18,42550047,42550131,18q,84,NA
ZNF519,chr18,14057456,14132489,18p,75033,protein-coding
LINC00395,chr13,64241814,64312151,13q,70337,ncRNA
LINC00686,chr20,61326376,61331832,20q,5456,ncRNA
OR7E156P,chr13,64316498,64316945,13q,447,pseudogene
CTSZ,chr20,57570240,57582302,20q,12062,protein-coding
LINC00659,chr20,61405480,61406764,20q,1284,ncRNA
GLULP4,chr9,34917172,34918293,9p,1121,pseudogene
RNU6-81P,chr13,64357934,64358037,13q,103,pseudogene
OGFR-AS1,chr20,61431979,61436939,20q,4960,ncRNA
RTFDC1,chr20,55043647,55093943,20q,50296,NA
PPP1R2P10,chr13,64385147,64385741,13q,594,pseudogene
YWHAZP6,chr9,34922181,34922918,9p,737,pseudogene
DPH3P1,chr20,61476490,61477543,20q,1053,pseudogene
SYF2P2,chr9,35010700,35011282,9p,582,pseudogene
RN7SL338P,chr9,35049268,35049558,9p,290,pseudogene
ARF4P2,chr20,61503602,61504428,20q,826,pseudogene
BACH1-AS1,chr21,30742340,30743547,21q,1207,ncRNA
OR7E104P,chr13,64411166,64411589,13q,423,pseudogene
BACH1-IT2,chr21,30742944,30746029,21q,3085,ncRNA
NFYAP1,chr13,64549584,64550555,13q,971,pseudogene
BACH1-IT3,chr21,30868367,30872706,21q,4339,ncRNA
RNU6-667P,chr15,80109691,80109792,15q,101,pseudogene
SPINT1,chr15,41136216,41150405,15q,14189,protein-coding
LINC00355,chr13,64560504,64650144,13q,89640,ncRNA
LINC00029,chr20,61665569,61668380,20q,2811,ncRNA
LGMNP1,chr13,65532229,65533528,13q,1299,pseudogene
RN7SKP26,chr18,43569619,43569911,18q,292,pseudogene
GRIK1-AS1,chr21,31120494,31136321,21q,15827,ncRNA
LINC01056,chr20,61669363,61685215,20q,15852,ncRNA
STARP1,chr13,65883987,65885085,13q,1098,pseudogene
RNU6-1278P,chr18,43701581,43701687,18q,106,pseudogene
HAR1B,chr20,61726845,61733671,20q,6826,ncRNA
ATP8B5P,chr9,35406752,35483026,9p,76274,pseudogene
LINC00307,chr21,31581469,31584101,21q,2632,ncRNA
HNRNPA3P5,chr13,66362064,66362896,13q,832,pseudogene
HAR1A,chr20,61733483,61735738,20q,2255,ncRNA
RPL8P2,chr21,31635698,31636199,21q,501,pseudogene
LINC01052,chr13,66440306,66452351,13q,12045,ncRNA
MIR548X2,chr13,66540462,66540561,13q,99,NA
MIR4704,chr13,66792382,66792456,13q,74,NA
MIR124-3,chr20,61809852,61809938,20q,86,NA
TRIM60P19,chr13,66843129,66844590,13q,1461,pseudogene
EBF4,chr20,2673524,2740753,20p,67229,protein-coding
MIR3196,chr20,61870131,61870194,20q,63,NA
LINC00927,chr15,80555410,80634147,15q,78737,ncRNA
PCDH9-AS1,chr13,66878003,66897693,13q,19690,ncRNA
MIR4326,chr20,61918160,61918218,20q,58,NA
RNU7-87P,chr13,67204847,67204908,13q,61,pseudogene
RNU6-994P,chr20,61968691,61968801,20q,110,pseudogene
PCDH9-AS2,chr13,67399301,67489163,13q,89862,ncRNA
ZFAND6P1,chr9,35449745,35450349,9p,604,pseudogene
PCDH9-AS3,chr13,67551564,67559908,13q,8344,ncRNA
RPL36AP33,chr9,35507561,35507870,9p,309,pseudogene
PCDH9-AS4,chr13,67565018,67576139,13q,11121,ncRNA
RPSAP53,chr13,67840977,67841838,13q,861,pseudogene
MIR4667,chr9,35608091,35608156,9p,65,NA
RNU6-188P,chr15,42719789,42719895,15q,106,pseudogene
LINC00364,chr13,67946519,67954108,13q,7589,ncRNA
TUBB1,chr20,57594309,57601709,20q,7400,protein-coding
BCRP9,chr13,68364539,68364926,13q,387,pseudogene
RMRP,chr9,35657748,35658015,9p,267,ncRNA
NPM1P22,chr13,68406008,68406959,13q,951,pseudogene
FGF7,chr15,49715293,49780972,15q,65679,protein-coding
OR7E111P,chr13,68476487,68477374,13q,887,pseudogene
RN7SL22P,chr9,35671773,35672039,9p,266,pseudogene
OR7E33P,chr13,68485219,68486080,13q,861,pseudogene
EIF4EBP2P2,chr15,42873354,42873686,15q,332,pseudogene
POTEC,chr18,14507338,14543584,18p,36246,protein-coding
ELL2P3,chr13,68863811,68865412,13q,1601,pseudogene
RNU1-134P,chr20,62540308,62540472,20q,164,pseudogene
MIR941-2,chr20,62550834,62550950,20q,116,NA
HNRNPA1P18,chr13,68875737,68877434,13q,1697,pseudogene
MIR941-3,chr20,62551085,62551201,20q,116,NA
OR13E1P,chr9,35859059,35859980,9p,921,pseudogene
DNTTIP1,chr20,44420576,44440066,20q,19490,protein-coding
MIR941-1,chr20,62551365,62551481,20q,116,NA
KRT8P50,chr15,43093166,43094603,15q,1437,pseudogene
NDUFA5P4,chr9,35874807,35875191,9p,384,pseudogene
TCEB3CL2,chr18,44542731,44544607,18q,1876,NA
RPL37P21,chr13,68905470,68905745,13q,275,pseudogene
MIR1914,chr20,62572818,62572897,20q,79,NA
FDPSP4,chr15,43231508,43232556,15q,1048,pseudogene
JAM2,chr21,27011584,27089874,21q,78290,protein-coding
LINC00961,chr9,35909480,35911683,9p,2203,NA
MIR647,chr20,62573984,62574079,20q,95,NA
RPS3AP52,chr13,69208322,69208618,13q,296,pseudogene
RPS3AP47,chr15,43407897,43408691,15q,794,pseudogene
SDAD1P2,chr20,10366427,10368454,20p,2027,pseudogene
RPL12P34,chr13,69228704,69229182,13q,478,pseudogene
SPCS2P1,chr15,43423206,43423884,15q,678,pseudogene
LINC00176,chr20,62665697,62671315,20q,5618,NA
PGAM1P2,chr9,35943207,35943931,9p,724,pseudogene
ATP5E,chr20,57600522,57607437,20q,6915,NA
TCEB3CL,chr18,44548658,44550534,18q,1876,NA
RN7SL761P,chr13,69267938,69268213,13q,275,pseudogene
RNU6-1131P,chr18,44760813,44760919,18q,106,pseudogene
ZDHHC20P4,chr13,69559190,69560196,13q,1006,pseudogene
YBX1P10,chr9,35971341,35972315,9p,974,pseudogene
SNRPFP3,chr13,69675964,69676188,13q,224,pseudogene
ATP5HP1,chr15,43560102,43560586,15q,484,NA
RPS27L,chr15,63418071,63450220,15q,32149,protein-coding
LINC00383,chr13,69796478,69866286,13q,69808,ncRNA
OR13C6P,chr9,35991333,35992282,9p,949,pseudogene
CICP4,chr20,62921540,62924351,20q,2811,pseudogene
LINC00401,chr13,69885465,69896233,13q,10768,NA
RN7SL487P,chr15,43683633,43683925,15q,292,pseudogene
MIR4527,chr18,44906867,44906936,18q,69,NA
TCEB3C,chr18,44554573,44556449,18q,1876,NA
RNU6-554P,chr15,43894741,43894846,15q,105,pseudogene
SRSF1P1,chr13,69982348,69982867,13q,519,pseudogene
RNU6-610P,chr15,43929830,43929936,15q,106,pseudogene
LINC00266-1,chr20,62921738,62944485,20q,22747,NA
OR2S1P,chr9,36013181,36014130,9p,949,pseudogene
PDIA3P2,chr15,43941321,43941478,15q,157,pseudogene
RNY3P10,chr13,70377072,70377173,13q,101,pseudogene
TPMTP1,chr18,45156483,45157219,18q,736,pseudogene
PSMC1P13,chr13,70468233,70469217,13q,984,pseudogene
OR2AM1P,chr9,36021689,36022110,9p,421,pseudogene
MIR5572,chr15,80873444,80873580,15q,136,NA
RNU6-380P,chr15,80956113,80956219,15q,106,pseudogene
RNU4-53P,chr9,36267780,36267919,9p,139,pseudogene
ATXN8OS,chr13,70681345,70713561,13q,32216,ncRNA
FAT1P1,chr20,10869230,10869736,20p,506,pseudogene
HMGB3P24,chr9,36303496,36304921,9p,1425,pseudogene
MIR549,chr15,81134319,81134414,15q,95,NA
TCEB3B,chr18,44558943,44561988,18q,3045,NA
RNU6-708P,chr18,45696155,45696261,18q,106,pseudogene
RNU6-54P,chr13,71033596,71033702,13q,106,pseudogene
KRTAP13-6P,chr21,31728833,31729203,21q,370,pseudogene
MIR4475,chr9,36823536,36823596,9p,60,NA
RNU7-191P,chr18,45918962,45919021,18q,59,NA
SOGA2P1,chr13,71497796,71498587,13q,791,NA
MIR4327,chr21,31747612,31747696,21q,84,NA
FOXD4,chr9,116237,118417,9p,2180,protein-coding
RNA5SP456,chr18,46001858,46001971,18q,113,pseudogene
LINC00348,chr13,71589273,71742549,13q,153276,ncRNA
KRTAP13-5P,chr21,31808784,31809282,21q,498,pseudogene
MIR4540,chr9,36864251,36864305,9p,54,NA
MIR4743,chr18,46196971,46197039,18q,68,NA
MIR4476,chr9,36893459,36893528,9p,69,NA
RABEPKP1,chr13,71870342,71871367,13q,1025,pseudogene
KRTAP19-9P,chr21,31882625,31882815,21q,190,pseudogene
MIR4514,chr15,81289758,81289814,15q,56,NA
RPS11P1,chr20,11326031,11326503,20p,472,pseudogene
H3F3BP1,chr13,72249199,72249601,13q,402,NA
KRTAP19-10P,chr21,31886931,31887117,21q,186,pseudogene
ANP32BP3,chr15,81409976,81410681,15q,705,pseudogene
RPL21P109,chr13,72278313,72278787,13q,474,pseudogene
KRTAP19-11P,chr21,31909597,31909700,21q,103,pseudogene
PGAM3P,chr20,11601699,11602125,20p,426,pseudogene
RPL35AP31,chr13,72420113,72420449,13q,336,pseudogene
LINC00687,chr20,11781111,11851363,20p,70252,ncRNA
KRTAP21-4P,chr21,32114098,32114913,21q,815,pseudogene
RPS10P21,chr13,72487842,72488316,13q,474,pseudogene
KRTAP8-2P,chr21,32174560,32174745,21q,185,pseudogene
RNA5SP32,chr13,72552226,72552344,13q,118,pseudogene
RN7SKP111,chr20,11799469,11799739,20p,270,pseudogene
KRTAP8-3P,chr21,32179250,32179437,21q,187,pseudogene
RAB8B,chr15,63481668,63559981,15q,78313,protein-coding
RPL18AP17,chr13,73034270,73034467,13q,197,pseudogene
KRTAP7-1,chr21,32201357,32202078,21q,721,protein-coding
RPL21P110,chr13,73277831,73278276,13q,445,pseudogene
UBE3AP2,chr21,32432919,32435487,21q,2568,pseudogene
HSPE1P22,chr9,94789780,94790106,9q,326,pseudogene
PA2G4P2,chr20,12360704,12361903,20p,1199,pseudogene
RNU6-80P,chr13,73280155,73280261,13q,106,pseudogene
UBE2C,chr20,44441215,44445596,20q,4381,protein-coding
RNU6-79P,chr13,73455246,73455352,13q,106,pseudogene
PSMD10P3,chr13,73610539,73610986,13q,447,pseudogene
FBXW11P1,chr21,32999440,33000913,21q,1473,pseudogene
GCNT7,chr20,55066548,55100981,20q,34433,protein-coding
FABP5P1,chr13,73674713,73675123,13q,410,pseudogene
SLMO2,chr20,57608200,57617964,20q,9764,NA
RNU6-66P,chr13,73687052,73687155,13q,103,pseudogene
CHCHD4P3,chr9,37434174,37434583,9p,409,pseudogene
ISM1-AS1,chr20,13218448,13220321,20p,1873,ncRNA
RN7SL463P,chr9,37459392,37459706,9p,314,NA
RNU4-10P,chr13,73765665,73765804,13q,139,pseudogene
STRCP1,chr15,43991686,44010382,15q,18696,pseudogene
HDHD2,chr18,44633774,44676891,18q,43117,protein-coding
RNY1P8,chr13,73801284,73801397,13q,113,pseudogene
MARK2P12,chr13,73981905,73982489,13q,584,pseudogene
GAPDHP2,chr20,13373324,13374321,20p,997,pseudogene
LINC00393,chr13,73987610,74222390,13q,234780,ncRNA
RNU6-278P,chr20,13953962,13954070,20p,108,pseudogene
ATP5J,chr21,27088815,27107984,21q,19169,NA
RPS3P1,chr20,13984154,13984345,20p,191,pseudogene
LINC00392,chr13,74138381,74162207,13q,23826,ncRNA
AIMP1P1,chr20,14108046,14108982,20p,936,pseudogene
LINC00402,chr13,74805594,74834113,13q,28519,ncRNA
RN7SL864P,chr20,14203687,14203976,20p,289,pseudogene
RAB1C,chr9,37636685,37637290,9p,605,pseudogene
RNY1P5,chr13,74863237,74863351,13q,114,pseudogene
RNU6-228P,chr20,14332966,14333071,20p,105,pseudogene
ZBTB26,chr9,125677845,125693779,9q,15934,protein-coding
RPL21P108,chr13,74951300,74952088,13q,788,pseudogene
RN7SKP171,chr9,37661744,37662046,9p,302,pseudogene
FAM209A,chr20,55092243,55101198,20q,8955,protein-coding
MACROD2-IT1,chr20,14535030,14617170,20p,82140,ncRNA
LINC00381,chr13,74993310,75009296,13q,15986,ncRNA
DTWD1,chr15,49913177,49937333,15q,24156,protein-coding
PAICSP1,chr9,37878113,37879490,9p,1377,pseudogene
RPS10P2,chr20,14738209,14738702,20p,493,pseudogene
CPXM1,chr20,2774715,2781283,20p,6568,protein-coding
MACROD2-AS1,chr20,14864899,14910161,20p,45262,ncRNA
LINC00347,chr13,75117975,75139582,13q,21607,ncRNA
RNU7-124P,chr9,37936704,37936765,9p,61,pseudogene
FAM209B,chr20,55108302,55111576,20q,3274,protein-coding
MTND4P15,chr9,94873147,94874179,9q,1032,pseudogene
RNU6-1159P,chr20,15002199,15002305,20p,106,pseudogene
RNU6-115P,chr20,15003498,15003604,20p,106,pseudogene
RNU6-353P,chr15,43994561,43994668,15q,107,pseudogene
RNA5SP475,chr20,15261410,15261519,20p,109,pseudogene
RIOK3P1,chr13,75402690,75404217,13q,1527,pseudogene
ENSAP1,chr20,15600139,15600464,20p,325,pseudogene
RNU1-77P,chr15,82466565,82466726,15q,161,pseudogene
RNU6-38P,chr13,75683724,75683830,13q,106,pseudogene
PPIAP17,chr20,16204395,16205180,20p,785,pseudogene
SSR1P2,chr13,75710291,75711077,13q,786,pseudogene
CATSPER2P1,chr15,44019116,44039292,15q,20176,pseudogene
VN1R48P,chr9,38504444,38505479,9p,1035,pseudogene
RHOV,chr15,41164412,41166487,15q,2075,protein-coding
RPLP0P1,chr20,16566978,16567338,20p,360,pseudogene
CTAGE11P,chr13,75812080,75814432,13q,2352,pseudogene
FAM220BP,chr9,38527094,38527909,9p,815,pseudogene
LINC01078,chr13,75824616,75826148,13q,1532,ncRNA
ADAMTS7P1,chr15,82590891,82626963,15q,36072,pseudogene
FURIN,chr15,91411822,91426688,15q,14866,protein-coding
TBC1D4-AS1,chr13,75949647,75951430,13q,1783,NA
NIPA2,chr15,23004684,23034427,15q,29743,protein-coding
CYP4F33P,chr9,38542311,38542566,9p,255,pseudogene
RNU6-27P,chr20,17168155,17168261,20p,106,pseudogene
RNU1-131P,chr20,17189705,17189865,20p,160,pseudogene
SNX18P3,chr9,38566257,38568208,9p,1951,pseudogene
DYNLT3P1,chr20,17459730,17460076,20p,346,pseudogene
RPS27AP2,chr20,17497488,17497952,20p,464,pseudogene
